time/total_timesteps,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/loss,train/explained_variance,train/std,train/n_updates,train/approx_kl,train/policy_gradient_loss
753664,200.0,1143,368,-178.83536422999998,659,0.0003,0.2,-0.15369513668119908,8.505956278322264,0.084716796875,4.196635723114014,0.9842681214213371,0.28221067786216736,3670,0.0072346316,-2.084939478663728e-06
755712,200.0,1143,369,-171.22859372,660,0.0003,0.2,-0.15501069873571396,1.885278717149049,0.07734375,0.11205489188432693,0.9963336235377938,0.28402313590049744,3680,0.00634721,0.0007340288517298177
757760,200.0,1143,370,-175.01905059,662,0.0003,0.2,-0.15665519312024118,0.368858507371624,0.155908203125,0.049736201763153076,0.9968101205304265,0.2812636196613312,3690,0.023770288,0.004760021057882114
759808,200.0,1144,371,-180.80849046,664,0.0003,0.2,-0.15143961869180203,4.3894477081252266,0.04716796875,0.2577025890350342,0.988012220710516,0.28064942359924316,3700,0.0037577553,-0.0010026972769992426
761856,200.0,1144,372,-179.11762225,665,0.0003,0.2,-0.14928132556378843,1.721605239971541,0.12236328125,0.1826632171869278,0.995910715777427,0.2807667553424835,3710,0.0076349415,-0.000558179750078125
763904,200.0,1144,373,-187.14492160999998,667,0.0003,0.2,-0.14791078716516495,10.52526211310178,0.0693359375,1.7379993200302124,0.9916396737098694,0.28071966767311096,3720,0.0075032683,-0.002094401563590509
765952,200.0,1145,374,-185.27743643999995,668,0.0003,0.2,-0.14566355310380458,2.4963414107216524,0.0865234375,0.5839613080024719,0.9941554176621139,0.2783315181732178,3730,0.0072452486,-0.001499985237387591
768000,200.0,1145,375,-185.50122457999998,670,0.0003,0.2,-0.13946116715669632,5.3142722201300785,0.087841796875,0.502383828163147,0.992868535220623,0.2770434021949768,3740,0.006776111,0.001888775832776446
770048,200.0,1145,376,-181.90079609000003,671,0.0003,0.2,-0.13377444595098495,2.329428187943995,0.164697265625,2.1595137119293213,0.987803895957768,0.2763277292251587,3750,0.036490873,0.00742603675898863
772096,200.0,1146,377,-177.70075268,673,0.0003,0.2,-0.13390057310461997,1.2520290006650612,0.157373046875,0.10394124686717987,0.9976951426360756,0.27797842025756836,3760,0.016521927,0.003730733130214503
774144,200.0,1146,378,-174.05331921999996,675,0.0003,0.2,-0.13183569498360156,0.3902706149441656,0.137744140625,0.1907685250043869,0.9984185738721862,0.2734268009662628,3770,0.026589084,-0.003146911748444836
776192,200.0,1146,379,-172.99543028000005,676,0.0003,0.2,-0.12314403057098389,8.816599095845595,0.074853515625,0.2622924745082855,0.9819267950952053,0.2744762897491455,3780,0.0052252132,-0.0023501738985942213
778240,200.0,1147,380,-162.25582799999998,678,0.0003,0.2,-0.12735693641006945,8.524809095438105,0.237255859375,2.633430004119873,0.9742947444319725,0.274324893951416,3790,0.025056962,0.004667779159626661
780288,200.0,1147,381,-162.67875526999998,679,0.0003,0.2,-0.1327206615358591,0.2558712173558888,0.18564453125,0.11343912780284882,0.9974892395548522,0.27890458703041077,3800,0.046379242,0.001655734246742213
782336,200.0,1147,382,-158.68682689,681,0.0003,0.2,-0.1445069272071123,6.52162534352392,0.05703125,0.5875903367996216,0.9940169677138329,0.2813054919242859,3810,0.007867349,-0.0033134119235910474
784384,200.0,1148,383,-161.53809048000002,683,0.0003,0.2,-0.15309317037463188,10.709809366072296,0.052783203125,14.52662181854248,0.9909001067280769,0.2828995883464813,3820,0.004338797,0.001415024185553193
786432,200.0,1148,384,-165.99409572999997,684,0.0003,0.2,-0.15631334036588668,12.511346380785108,0.0349609375,4.478920936584473,0.9884697571396828,0.2826523184776306,3830,0.0044545317,-0.0020190779550830484
788480,200.0,1148,385,-168.26135060000001,686,0.0003,0.2,-0.15077932737767696,6.594722257228568,0.133251953125,0.40450456738471985,0.9888287046924233,0.28027334809303284,3840,0.00930928,0.0005612357694189995
790528,200.0,1149,386,-160.44059441,687,0.0003,0.2,-0.14402737580239772,12.739260818250477,0.17958984375,5.64095401763916,0.9885810213163495,0.27822625637054443,3850,0.0054623443,-0.002222844664356671
792576,200.0,1149,387,-162.82248742,689,0.0003,0.2,-0.13507162630558014,2.1657865441578905,0.122998046875,0.07926248013973236,0.9719026573002338,0.2756623923778534,3860,0.005844501,0.003940996443270705
794624,200.0,1149,388,-162.44359445999999,691,0.0003,0.2,-0.1343412607908249,1.8950616191141307,0.1310546875,1.3151333332061768,0.9959781323559582,0.27877628803253174,3870,0.014390105,0.0024733039588682006
796672,200.0,1149,389,-172.25619697999994,692,0.0003,0.2,-0.14015778824687003,1.294650758942589,0.151318359375,0.22997675836086273,0.9959860243834555,0.2778472304344177,3880,0.023133166,-0.00018276030968991108
798720,200.0,1150,390,-171.74882245999999,694,0.0003,0.2,-0.13832686357200147,4.128955338476226,0.076123046875,0.9791723489761353,0.9881771579384804,0.27690407633781433,3890,0.010595413,0.00011814350364147685
800768,200.0,1149,391,-163.98275604000003,696,0.0003,0.2,-0.158830738440156,0.5956373079854529,0.1470703125,0.09990342706441879,0.9978968412615359,0.2911435663700104,3900,0.015664855,-0.005351266999787186
802816,200.0,1149,392,-172.34853532,698,0.0003,0.2,-0.18112216293811798,1.8935767728311474,0.093896484375,0.3441152572631836,0.9873721646144986,0.28634026646614075,3910,0.004554623,0.004991912300465628
804864,200.0,1149,393,-172.64323318000004,700,0.0003,0.2,-0.16892790533602237,5.814771507238038,0.075439453125,0.11745695769786835,0.9916542395949364,0.28668877482414246,3920,0.009174403,0.00040664949337951837
806912,200.0,1149,394,-174.49081848000003,702,0.0003,0.2,-0.17037667334079742,0.617519681819249,0.0951171875,0.092530257999897,0.9988886307692155,0.2883417308330536,3930,0.021345973,-0.00015477931665373035
808960,200.0,1148,395,-169.40882550999999,704,0.0003,0.2,-0.18463139198720455,2.1345691645052285,0.088427734375,0.24992677569389343,0.9982302765129134,0.29281261563301086,3940,0.0075597707,0.0005632143562252168
811008,200.0,1148,396,-175.22576612999998,706,0.0003,0.2,-0.18846143297851087,1.1314505346061197,0.130322265625,0.13808229565620422,0.989405021071434,0.2914547324180603,3950,0.008144831,0.000984237282682443
813056,200.0,1148,397,-175.17275983000002,708,0.0003,0.2,-0.18415112495422364,0.4729895891767228,0.121630859375,0.1703399419784546,0.9993072177749127,0.2895313799381256,3960,0.0123504475,-0.0006186427341162926
815104,200.0,1147,398,-170.52614117000005,710,0.0003,0.2,-0.18258464485406875,4.583969187783078,0.076416015625,0.07898624241352081,0.988731911405921,0.2911941707134247,3970,0.01315555,-0.003461941800196655
817152,200.0,1147,399,-174.20988359999998,712,0.0003,0.2,-0.1955833572894335,0.7658020805247361,0.17724609375,0.09096638113260269,0.9983410944696516,0.29679760336875916,3980,0.027277496,0.0006621218592044898
819200,200.0,1147,400,-176.97576839999994,713,0.0003,0.2,-0.2117013555020094,0.5472859550733119,0.169873046875,0.067125603556633,0.9986577384406701,0.3007819652557373,3990,0.019249719,-0.0026098021320649424
821248,200.0,1146,401,-178.61937304,715,0.0003,0.2,-0.21824446581304074,3.649250649358146,0.05654296875,0.09641136974096298,0.9875084329396486,0.30180609226226807,4000,0.00790532,-0.0014247718485421502
823296,200.0,1146,402,-168.95417006,718,0.0003,0.2,-0.22028597295284272,3.151286319619976,0.086865234375,0.28531163930892944,0.9962362335063517,0.3007020056247711,4010,0.013283216,-0.0034592101470479974
825344,200.0,1146,403,-175.65526963999997,719,0.0003,0.2,-0.21665404066443444,4.213774065952748,0.103173828125,0.31847652792930603,0.9836614169180393,0.3006493151187897,4020,0.006775439,0.0018319546376005746
827392,200.0,1146,404,-174.62269973,721,0.0003,0.2,-0.2265513226389885,0.9086541329161264,0.090625,0.07827942073345184,0.9972915889229625,0.3073321580886841,4030,0.019515665,0.0025815259970840996
829440,200.0,1145,405,-179.65343663,723,0.0003,0.2,-0.23465874046087265,2.143104757135734,0.0787109375,1.6142338514328003,0.9969914304092526,0.3040468096733093,4040,0.006958018,-0.0027239092905801954
831488,200.0,1145,406,-176.92018756999997,725,0.0003,0.2,-0.22666793689131737,3.137550053023733,0.03779296875,1.0827300548553467,0.9919871678575873,0.3027883470058441,4050,0.0041541746,-0.002085614328098018
833536,200.0,1144,407,-180.16757951,728,0.0003,0.2,-0.2269987899810076,11.073950894514564,0.0859375,6.0519232749938965,0.9813953917473555,0.30481767654418945,4060,0.0091806585,-0.0004438851596205495
835584,200.0,1144,408,-178.70720248000006,730,0.0003,0.2,-0.23291059471666814,1.2051033243071287,0.075830078125,0.140666663646698,0.9980649143690243,0.3063887655735016,4070,0.0061774673,-0.0007494225395930698
837632,200.0,1141,409,-180.83749360000002,733,0.0003,0.2,-0.23623641915619373,1.911474037100561,0.12666015625,0.15037088096141815,0.9946547169238329,0.3052021563053131,4080,0.00804772,-2.836477906384971e-05
839680,200.0,1140,410,-184.78783564000003,736,0.0003,0.2,-0.2352049358189106,1.62476909464458,0.06689453125,0.1624230593442917,0.9979801375884563,0.3071134090423584,4090,0.008294153,-0.002791616426111432
841728,200.0,1140,411,-184.11581933000002,738,0.0003,0.2,-0.23853052146732806,6.266682822536677,0.085205078125,0.6570016145706177,0.991061594337225,0.30696210265159607,4100,0.011697017,-0.001124139667081181
843776,200.0,1139,412,-186.42181748000002,740,0.0003,0.2,-0.24138679020106793,2.424036743317265,0.087646484375,0.45984533429145813,0.997037848457694,0.310190886259079,4110,0.010313353,0.0010577335800917354
845824,200.0,1138,413,-183.75226572,743,0.0003,0.2,-0.24220171198248863,0.6927549156651367,0.160107421875,0.005413899198174477,0.9983038768405095,0.30670905113220215,4120,0.010777196,-0.0004884607391431927
847872,200.0,1137,414,-179.057972,745,0.0003,0.2,-0.2342893272638321,2.6295525351772087,0.057666015625,0.14177824556827545,0.9921891302801669,0.30540063977241516,4130,0.0067876214,0.0004466089958441444
849920,200.0,1137,415,-180.47069750999998,747,0.0003,0.2,-0.22941634878516198,6.489739816240035,0.08203125,5.530098915100098,0.988876374438405,0.30302515625953674,4140,0.006411517,0.002439749859331641
851968,200.0,1136,416,-182.76666452999999,749,0.0003,0.2,-0.2242984004318714,1.3435391544364392,0.12109375,0.1817079335451126,0.9838962107896805,0.30222460627555847,4150,0.013229299,0.002563889378507156
854016,200.0,1135,417,-180.34159383,752,0.0003,0.2,-0.22901773527264596,0.7403886815416627,0.087744140625,0.04724576696753502,0.9980171727947891,0.30515268445014954,4160,0.017172165,0.004685391955717932
856064,200.0,1134,418,-180.43553677999998,754,0.0003,0.2,-0.22706407979130744,0.8675093846162781,0.103759765625,0.041186582297086716,0.9979052334092557,0.30127233266830444,4170,0.008588821,-0.0030214703176170586
858112,200.0,1134,419,-169.66448540999997,756,0.0003,0.2,-0.21218276619911194,4.283745083771646,0.183203125,0.35779276490211487,0.9919383795931935,0.29673025012016296,4180,0.007465063,0.00232681680136011
860160,200.0,1134,420,-163.45273024000002,758,0.0003,0.2,-0.2081232950091362,1.0562886264990083,0.120703125,0.0758063942193985,0.9899362456053495,0.29852166771888733,4190,0.011726307,0.0003416821029532002
862208,200.0,1134,421,-156.51333101999998,760,0.0003,0.2,-0.20261330381035805,0.6945763477124274,0.092431640625,0.15298226475715637,0.9961922219954431,0.29419273138046265,4200,0.011922553,0.00047154499625321475
864256,200.0,1133,422,-160.94573297,762,0.0003,0.2,-0.18885899744927884,0.4467354069813155,0.12265625,0.012569582089781761,0.9984641212504357,0.28987976908683777,4210,0.008217191,-0.0017767496890883194
866304,200.0,1133,423,-158.66302097,764,0.0003,0.2,-0.1775575876235962,1.4380639250855893,0.099755859375,0.339179128408432,0.9989953385666013,0.2878282964229584,4220,0.008825955,-0.005923644474205503
868352,200.0,1132,424,-156.38907971,766,0.0003,0.2,-0.16903187446296214,1.0829217305756174,0.123779296875,0.11521787941455841,0.9987107408232987,0.2852240800857544,4230,0.008977361,-0.004058409122080775
870400,200.0,1132,425,-153.71752439000002,768,0.0003,0.2,-0.16119703464210033,3.130452278989833,0.091650390625,0.09394694864749908,0.9909909954294562,0.28327852487564087,4240,0.015216626,-0.0011565888322365935
872448,200.0,1132,426,-154.14379620000003,770,0.0003,0.2,-0.15423364378511906,0.3803073318980751,0.152978515625,0.013193318620324135,0.9976157722994685,0.2809268534183502,4250,0.014739434,-0.0014352486588904867
874496,200.0,1131,427,-155.79508687999999,772,0.0003,0.2,-0.14724401272833348,5.1421141537604855,0.04990234375,2.7538397312164307,0.9926689104177058,0.27943357825279236,4260,0.008734448,0.0002616738664073637
876544,200.0,1131,428,-150.83044973999998,774,0.0003,0.2,-0.13390368036925793,0.5099814416025765,0.11728515625,0.26855766773223877,0.9970223428681493,0.27296385169029236,4270,0.018280193,0.006359027130383765
878592,200.0,1131,429,-163.63351352,776,0.0003,0.2,-0.12107505947351456,0.6887995632947422,0.109765625,0.12336838245391846,0.9963402859866619,0.27328628301620483,4280,0.009614274,-0.0006214207802258898
880640,200.0,1131,430,-165.59846656,778,0.0003,0.2,-0.12152350135147572,13.960995354410262,0.065869140625,3.600454330444336,0.9905189285054803,0.2728942334651947,4290,0.005771704,-0.004648587235351442
882688,200.0,1131,431,-166.75164735,780,0.0003,0.2,-0.11840149872004986,0.39892017071833835,0.08662109375,0.1647965908050537,0.9992330602835864,0.2714567184448242,4300,0.013314914,-0.0015309676287870388
884736,200.0,1131,432,-155.18268182,782,0.0003,0.2,-0.1167582780122757,8.378899492823985,0.072314453125,6.033568859100342,0.9833555463701487,0.27265530824661255,4310,0.010956781,-0.0002519808898796327
886784,200.0,1130,433,-157.90562581999998,784,0.0003,0.2,-0.13499808236956595,0.24910157954873285,0.176953125,0.0033736461773514748,0.9987106181215495,0.2797864079475403,4320,0.008779993,0.008953948353519082
888832,200.0,1130,434,-159.36046771999997,785,0.0003,0.2,-0.14179705493152142,5.615933840651996,0.07314453125,2.1028387546539307,0.9906085291877389,0.27827188372612,4330,0.0075823762,-0.0019481047442241107
890880,200.0,1130,435,-161.74255459,787,0.0003,0.2,-0.13894705064594745,0.8860384448023979,0.098828125,0.25288963317871094,0.997221760218963,0.2788337767124176,4340,0.011187956,0.0015849308216274948
892928,200.0,1130,436,-157.71027548,789,0.0003,0.2,-0.13660362027585507,1.9449468106438872,0.071484375,1.0714470148086548,0.9941794401966035,0.27588412165641785,4350,0.012634477,-0.0036938752982678125
894976,200.0,1130,437,-156.50202319,791,0.0003,0.2,-0.1317763678729534,1.235693853846169,0.13896484375,0.5480285286903381,0.9944986663758755,0.27575621008872986,4360,0.026344918,-0.0003437185936491005
897024,200.0,1130,438,-152.44216298,793,0.0003,0.2,-0.12770820707082747,2.6601955416845158,0.1009765625,0.027864152565598488,0.9715323410928249,0.2738526165485382,4370,0.0064111403,0.0022638927592197435
899072,200.0,1130,439,-153.7689228,795,0.0003,0.2,-0.1190780907869339,2.618480788078159,0.111962890625,0.14264650642871857,0.9886646717786789,0.27043893933296204,4380,0.009388203,0.002418834899435751
901120,200.0,1130,440,-158.9848269,797,0.0003,0.2,-0.10936679430305958,15.436105734389276,0.024853515625,2.9798154830932617,0.9848132599145174,0.26931631565093994,4390,0.0018211985,-0.0010462733371241484
903168,200.0,1129,441,-160.04790838,799,0.0003,0.2,-0.10328693054616452,1.5081262939609588,0.111181640625,0.5595012903213501,0.9963799740653485,0.26764532923698425,4400,0.017405208,0.0007577274242066778
905216,200.0,1129,442,-170.81374622000004,801,0.0003,0.2,-0.09677030071616173,3.811180593725294,0.05390625,1.1925814151763916,0.9901684131473303,0.26526522636413574,4410,0.0061371736,-0.0024558229932154065
907264,200.0,1129,443,-169.49360187,803,0.0003,0.2,-0.09047218859195709,14.111017375439406,0.05654296875,6.545626163482666,0.9930722522549331,0.26452386379241943,4420,0.0043873796,-0.005065773136448115
909312,200.0,1129,444,-168.84728444999996,804,0.0003,0.2,-0.08605718277394772,1.4410922419527197,0.13525390625,0.3380087614059448,0.9954555844888091,0.26267316937446594,4430,0.08660632,-0.0007806434980011546
911360,200.0,1129,445,-170.35525027,806,0.0003,0.2,-0.09146346300840377,0.9832453149370849,0.10009765625,0.3527226746082306,0.9959655781276524,0.26796236634254456,4440,0.0100126825,0.0023995481118618046
913408,200.0,1129,446,-169.42643985999996,808,0.0003,0.2,-0.09832512885332108,4.891147536598146,0.06162109375,0.5106108784675598,0.9931114250794053,0.26596933603286743,4450,0.008228641,-0.00246855137302191
915456,200.0,1129,447,-174.36400027,810,0.0003,0.2,-0.08938426934182644,7.942265625984874,0.111083984375,19.15525245666504,0.991594442166388,0.26274216175079346,4460,0.011669122,0.0036475915119808635
917504,200.0,1128,448,-171.58350023999995,812,0.0003,0.2,-0.08618859350681304,1.1921400235733017,0.09580078125,0.43676331639289856,0.9963309906888753,0.2659986913204193,4470,0.017481321,0.0021973586417516344
919552,200.0,1128,449,-162.52442216999998,814,0.0003,0.2,-0.09440680481493473,18.500106317002793,0.110205078125,11.782598495483398,0.9829472005367279,0.26526591181755066,4480,0.017646102,0.001235905495195766
921600,200.0,1128,450,-160.40566394,816,0.0003,0.2,-0.08263505175709725,2.481570169283077,0.10009765625,0.20898881554603577,0.9931170293129981,0.25965338945388794,4490,0.010838355,-0.001917633977427613
923648,200.0,1128,451,-153.69410764,818,0.0003,0.2,-0.06150946728885174,1.5851913103586412,0.132666015625,0.18196573853492737,0.982602909207344,0.2552025318145752,4500,0.013662984,-4.2278527689632026e-05
925696,200.0,1128,452,-151.75557214,820,0.0003,0.2,-0.050158698484301566,1.4666724942158909,0.133544921875,0.16740931570529938,0.9973815814591944,0.25302407145500183,4510,0.010380464,0.0031281659179512645
927744,200.0,1128,453,-148.05905270000002,822,0.0003,0.2,-0.04461248256266117,2.079913451819448,0.192724609375,0.041538722813129425,0.9883471094071865,0.25414174795150757,4520,0.015583976,-2.946589083876461e-05
929792,200.0,1127,454,-145.63124154000002,824,0.0003,0.2,-0.05109878219664097,11.885243653296493,0.155810546875,0.21752098202705383,0.9812062550336123,0.2538357973098755,4530,0.005982928,0.002937908412422985
931840,200.0,1127,455,-146.97926607000002,826,0.0003,0.2,-0.05634963698685169,1.719803283730289,0.1287109375,0.25476861000061035,0.9939827295020223,0.2593115270137787,4540,0.015662096,0.0019499117035593372
933888,200.0,1127,456,-140.23212103999998,828,0.0003,0.2,-0.07261112369596959,1.1521636706544087,0.152978515625,0.2202102243900299,0.9943821127526462,0.26176342368125916,4550,0.027511388,0.004993090198695427
935936,200.0,1127,457,-135.83583453,829,0.0003,0.2,-0.08414811193943024,0.2211154982484004,0.17578125,0.14842775464057922,0.9976286750752479,0.2640174925327301,4560,0.018323716,0.001974463748774724
937984,200.0,1127,458,-142.38133611000003,831,0.0003,0.2,-0.08099809139966965,0.8179884838464204,0.106640625,0.06461958587169647,0.9926372719928622,0.2628108561038971,4570,0.011525717,-0.00025714231596793977
940032,200.0,1127,459,-146.56131317999998,833,0.0003,0.2,-0.08449419662356376,1.1307200072915293,0.080224609375,0.19833362102508545,0.9963866043835878,0.2641441226005554,4580,0.010789749,0.003116337519895751
942080,200.0,1127,460,-150.05254887000004,835,0.0003,0.2,-0.07729056105017662,1.1129194042179733,0.055078125,0.24999313056468964,0.9918411029502749,0.25822824239730835,4590,0.0077971118,0.0007303241254703607
944128,200.0,1127,461,-148.75437321,837,0.0003,0.2,-0.05745201297104359,1.9830594861181452,0.06943359375,0.1822357475757599,0.9913234245032072,0.2536015808582306,4600,0.0039437143,-0.0014450509064772633
946176,200.0,1127,462,-159.07610362000003,839,0.0003,0.2,-0.04773176982998848,2.3492431895167103,0.1490234375,0.2803632915019989,0.9971901865210384,0.25376370549201965,4610,0.02339669,-0.0019921805371268418
948224,200.0,1126,463,-155.64662126000002,841,0.0003,0.2,-0.04254625216126442,3.8989314461592586,0.080859375,0.3170894384384155,0.9924324252642691,0.2507554590702057,4620,0.0058956044,-0.0037367373530287295
950272,200.0,1126,464,-161.66281217,843,0.0003,0.2,-0.03933831676840782,0.3582601372385398,0.15576171875,0.1108376681804657,0.9986334118293598,0.25303390622138977,4630,0.038989842,-0.005789017204369884
952320,200.0,1126,465,-166.76471525999997,845,0.0003,0.2,-0.04529720619320869,64.88671488463879,0.13671875,42.10389709472656,0.9345232844352722,0.25295290350914,4640,0.0020541418,0.00016261546988971531
954368,200.0,1126,466,-173.91306321,847,0.0003,0.2,-0.052938177809119226,1.2905847157759127,0.12490234375,0.25393790006637573,0.9971593432128429,0.2578299939632416,4650,0.017477069,0.0028484389556979297
956416,200.0,1126,467,-171.82529111,849,0.0003,0.2,-0.04568859785795212,0.5532686186692445,0.163623046875,0.1412927806377411,0.9967036386951804,0.24804505705833435,4660,0.011341222,0.002405282530526165
958464,200.0,1126,468,-165.32131454999998,851,0.0003,0.2,-0.021395644918084145,2.827895839774283,0.130859375,1.4661476612091064,0.9826910886913538,0.24724875390529633,4670,0.0073183607,0.0004219147616822738
960512,200.0,1126,469,-166.15977751999998,852,0.0003,0.2,-0.015872731059789657,0.8819396260834764,0.084130859375,0.15806661546230316,0.9919084096327424,0.24364320933818817,4680,0.011008549,-0.0009117487708863337
962560,200.0,1126,470,-169.52706543999997,854,0.0003,0.2,-0.006106933951377869,25.607633495423944,0.091064453125,7.8231987953186035,0.9741264823824167,0.24296307563781738,4690,0.0066241827,-0.004922304304272984
964608,200.0,1125,471,-165.51676937,856,0.0003,0.2,-0.008244587481021881,2.8908087092451753,0.090869140625,0.16945983469486237,0.984729035757482,0.244969442486763,4700,0.0137436045,-0.0010722073580836876
966656,200.0,1125,472,-158.08730760999998,858,0.0003,0.2,-0.0035925231873989104,1.3413670089212246,0.10126953125,0.544405460357666,0.9899719636887312,0.24043159186840057,4710,0.014806471,0.0015571039912174456
968704,200.0,1125,473,-160.60956927000004,860,0.0003,0.2,0.0066083412617444996,0.49488145276263823,0.146728515625,0.09776502847671509,0.998082013335079,0.23969966173171997,4720,0.015515279,0.0024561153375543656
970752,200.0,1125,474,-159.46298822999998,862,0.0003,0.2,0.00044325143098831175,1.0425112626282498,0.097900390625,0.5216229557991028,0.99705965584144,0.24370145797729492,4730,0.025367007,-0.006642602515057661
972800,200.0,1125,475,-148.48755441,864,0.0003,0.2,-0.0004451703280210495,1.0998397574177943,0.153466796875,0.09563995152711868,0.9948029699735343,0.24143095314502716,4740,0.0111803245,0.0045815920922905205
974848,200.0,1125,476,-150.04204071,866,0.0003,0.2,0.006683748587965966,0.33204288151464423,0.16708984375,0.04157821834087372,0.9993249668623321,0.23890608549118042,4750,0.012059102,0.0002361036506044911
976896,200.0,1125,477,-153.35534399000002,868,0.0003,0.2,0.01825001910328865,4.018327141157352,0.0912109375,1.7250896692276,0.9920311458408833,0.23674075305461884,4760,0.0113231,-0.0001254450653505046
978944,200.0,1125,478,-147.86924019,869,0.0003,0.2,0.02138116806745529,0.8275733811344252,0.160009765625,0.19479167461395264,0.9941061628051102,0.23665791749954224,4770,0.00944021,0.001357575599104166
980992,200.0,1125,479,-146.96601334,871,0.0003,0.2,0.020311781018972398,0.2024985418520373,0.14873046875,0.05654538795351982,0.998422707663849,0.23777054250240326,4780,0.027106594,0.0028216525628522505
983040,200.0,1125,480,-146.34249799,873,0.0003,0.2,0.01654042527079582,1.9265990687534214,0.073095703125,0.07320760190486908,0.9912288300693035,0.23840782046318054,4790,0.00898247,-0.0058568529559124725
985088,200.0,1125,481,-149.14593866000004,875,0.0003,0.2,0.019090991094708444,1.314364071819,0.058642578125,0.6991785764694214,0.9978060314897448,0.23649071156978607,4800,0.0066132555,-0.0031667222785472402
987136,200.0,1124,482,-146.4805563,877,0.0003,0.2,0.021982244774699213,32.800000542541966,0.049462890625,1.0017391443252563,0.9621279574930668,0.23700068891048431,4810,0.0023764612,-0.001034997576425667
989184,200.0,1124,483,-144.5033316,879,0.0003,0.2,0.025789578258991242,0.5658694237761666,0.137255859375,0.06133545562624931,0.9948145924136043,0.234135240316391,4820,0.014161762,0.003926168434554711
991232,200.0,1124,484,-145.83619266,881,0.0003,0.2,0.02579033114016056,1.8013019441044889,0.08828125,0.08970153331756592,0.9883178761228919,0.2392556518316269,4830,0.0079422295,-0.007191270856856136
993280,200.0,1124,485,-150.8987655,883,0.0003,0.2,0.014858810603618622,3.3550436643650756,0.093115234375,0.1027938574552536,0.9885531067848206,0.23713305592536926,4840,0.017883174,0.0013480151144904084
995328,200.0,1124,486,-155.2203905,885,0.0003,0.2,0.018521754071116447,22.30316759645939,0.03564453125,1.5985758304595947,0.9755838122218847,0.23810641467571259,4850,0.011254906,-0.0027575845873798245
997376,200.0,1124,487,-160.21488499999998,887,0.0003,0.2,0.014918318763375283,14.13457434438169,0.0333984375,3.1198878288269043,0.9870996112003922,0.23863878846168518,4860,0.0061453623,-0.0030178434088156793
999424,200.0,1123,488,-171.99278456000005,889,0.0003,0.2,0.011088502779603004,2.5490672495041506,0.118896484375,0.11056151986122131,0.9940583766438067,0.23962177336215973,4870,0.012552071,0.005648336794547504
1001472,200.0,1123,489,-166.39634695,891,0.0003,0.2,0.007353748381137848,4.1289192797150465,0.07236328125,0.4563851058483124,0.9937045564875007,0.2415274977684021,4880,0.005705157,-0.002995245292004256
